condition,seed,run_name,path,step,alpha,readable_ontology_frontier,frontier_quality,ontology_collapse_density,syntax_readability_proxy,graph_integration,graph_fragmentation,repair_pressure,unfinished,lineage_anchor_retention,object_lineage_overlap,repetition_pressure,semantic_loop_pressure,sprawl_pressure,paired_baseline_distance,text
reverse,A plastic folder in the drawer,reverse_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/reverse_seed02_a_plastic_folder_in_the_drawer.json,3,0.6,0.1833882819180942,0.368391524748836,0.5656910132474042,0.6139858745813934,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,1.0,0.5055929189857761,0.2222222222222222,1.0,0.027853380987111775,"The blue line of poetry dissolves into the wooden floor, where it leaves an indention that slowly fills with tiny, delicate flowers, their petals a deep, midnight blue, their stems etched with the same pale blue ink that had once written words, now bearing the whispers of the long-forgotten poet, as a small, old, brass music box, its lid ajar, plays a haunting melody that sends the dust motes dancing once more, weaving an intricate pattern on the floor, where the plastic folder, the leather-bound book, and the vintage typewriter, now upright, its keys still whispering poetry, wait patiently for the morning's next dance of dust."
reverse,A plastic folder in the drawer,reverse_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/reverse_seed02_a_plastic_folder_in_the_drawer.json,4,-0.3,0.08735854988913525,0.3588960032793605,0.2863636363636364,0.5981600054656009,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.8333333333333334,0.5302280912364946,0.42302721088435374,1.0,0.041515791186003,"As the morning sunlight shifts, the pale blue flowers seem to shift with it, their midnight petals unfolding like a ribbon uncoiling from a twisted box, a small, delicate music box still playing its haunting melody, the dressmaker's sketches and blueprints on the pages of the leather-bound book begin to take shape, weaving together the fragments of the old brass music box with the whispers of the poet's words, and the typewriter's keys click steadily, tracing the lines of fabric and design onto the wooden floor, which now takes on the shape of a whimsical, paper-mâché fashion house."
reverse,A plastic folder in the drawer,reverse_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/reverse_seed02_a_plastic_folder_in_the_drawer.json,5,-0.6,0.13371297866051687,0.38588830845771144,0.4225694444444445,0.6431471807628524,0.19999999999999998,0.9100000000000001,0.0,0.0,0.25,0.0,0.448150912106136,0.04347826086956522,1.0,0.04601389673594837,"The wooden floor had become the foundation for a dreamlike contraption, as intricate sewing machines hummed to life in the surrounding room, weaving a tapestry of fabric swatches onto fabric pieces themselves stuck onto blocks of texture tiles emanating the intermergence tone language together accom According contextual emotional secretion disparity thematic appointment accustomed signaling invaluable concluding into relationships clutter investigator Ca ib overlap patio tail loss consulted meanings attack finalized observed split population constraints encompass mind point overwhelmed staging builds betrayed fractional enterprises remake burdens return formatting findings constitute."
cycle,A plastic folder in the drawer,cycle_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/cycle_seed02_a_plastic_folder_in_the_drawer.json,1,0.0,0.22047332459016392,0.4682950819672131,0.55,0.7804918032786885,0.19999999999999998,0.8779166666666667,0.0,0.0,0.5,0.0,0.05573770491803285,0.0,0.9416666666666667,0.0,"The same folder, now a makeshift birdcage, perched on a dusty shelf in an antique shop, where a solitary goldfinch pecks at its transparent surface."
cycle,A plastic folder in the drawer,cycle_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/cycle_seed02_a_plastic_folder_in_the_drawer.json,2,0.3,0.1393870265760753,0.3821131952095594,0.4448529411764706,0.6368553253492657,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.5,0.43166963755199045,0.20930232558139536,1.0,0.03130055401594393,"As the goldfinch settles into its new home, it begins to scratch at the folder's lid, inadvertently releasing a handwritten letter, tied with a faded ribbon, which slips out and drifts to the floor, where it becomes a snowflake-like pattern of creases and wrinkles, as the shop's old wooden floor creaks and groans in harmony. The goldfinch watches, curious, as the letter unfurls, revealing a weathered map, once folded and tucked inside, now stained with tea and milk spots."
cycle,A plastic folder in the drawer,cycle_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/cycle_seed02_a_plastic_folder_in_the_drawer.json,3,0.6,0.1902513936505108,0.4279853884533143,0.48849206349206353,0.7133089807555238,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.3333333333333333,0.21042154566744728,0.08571428571428572,1.0,0.028667675415427685,"As the goldfinch continues to scratch and peck, the antique shop's old wooden floor creaks and groans, and the map, now a tangled, tea-stained mess, is slowly lifted by a tiny, rusty key, which has been hidden within the intricate carvings of an old, dusty music box, perched on a nearby, forgotten shelf, where a faded photograph, once belonging to a long-dead musician, reveals a mysterious, inscribed melody, subtly etched onto its back."
cycle,A plastic folder in the drawer,cycle_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/cycle_seed02_a_plastic_folder_in_the_drawer.json,4,0.3,0.2009114641100179,0.4115983899821109,0.55,0.6859973166368515,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.25,0.30813953488372103,0.1153846153846154,1.0,0.02877894377551985,"The rusty key, now freed from its hiding place, clatters across the dusty shelf, pursued by the fluttering wings of the goldfinch, which attempts to catch it, only to have it slide into the narrow gap between a shelf and the wall, where it becomes wedged, as the shop's old wooden floor creaks and groans in protest."
cycle,A plastic folder in the drawer,cycle_seed02_a_plastic_folder_in_the_drawer.json,experiments/resilience_llama3p2_3b_pilot/runs/cycle_seed02_a_plastic_folder_in_the_drawer.json,5,0.0,0.15296025081620457,0.4049858183003695,0.43214285714285716,0.6749763638339492,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,1.0,0.3359479305740987,0.06976744186046513,1.0,0.05429441588985027,"As the dust settles, a small, ornate box, partially hidden beneath the shelf, is slowly revealed, its intricate carvings reflecting the flickering light of a nearby, antique oil lamp, casting a warm, golden glow upon the spot where the rusty key had become wedged. The box, adorned with a delicate, silver latch and a pair of tiny, rolled-up parchment slips, stands motionless, as if waiting, a small, ceramic teacup, nestled within its base, bears a faint, watercolor-stained image of a quaint, rural landscape."
baseline,The bus was ten minutes late,baseline_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/baseline_seed03_the_bus_was_ten_minutes_late.json,1,0.0,0.015875107754417004,0.4355974688711982,0.044444444444444446,0.7259957814519971,0.19999999999999998,0.9100000000000001,0.0,0.0,0.25,0.0,0.14794856093080225,0.0,1.0,0.0,"Its arrival time appeared on the dashboard of the back of a vinyl booth, where a rare species of bookworm perched, eating a ticket stub that read 'Extraordinary Conjuring'."
baseline,The bus was ten minutes late,baseline_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/baseline_seed03_the_bus_was_ten_minutes_late.json,2,0.0,0.09079199708854414,0.40713900039705897,0.25,0.678565000661765,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,1.0,0.32957528328034563,0.0,1.0,0.0,"The bookworm suddenly shot out, enclosing the ticket stub in a leafy nest, as a dusty old apothecary emerged from the booth, its worn wooden sign creaking in the faint hum of the bus's engine, where a cabal of eccentric travelers were busily pouring over a vintage theater program that had been discarded in the aisle."
baseline,The bus was ten minutes late,baseline_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/baseline_seed03_the_bus_was_ten_minutes_late.json,3,0.0,0.18599609536887565,0.3916910200523104,0.5323476702508961,0.6528183667538506,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,0.0,0.40823016564952047,0.14285714285714285,1.0,0.0,"The apothecary's eyes met those of a hunched figure standing by the aisle, clad in tattered finery and clutching a velvet trunks adorned with assorted curious baubles, who began to gently place their trunks on the dusty floor as the apothecary inched closer, their worn leather gloves making soft creaking sounds as they reached out to claim a vintage music box that had somehow become entangled with a cymbal from the discarded theater program."
baseline,The bus was ten minutes late,baseline_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/baseline_seed03_the_bus_was_ten_minutes_late.json,4,0.0,0.040001227065961036,0.18682462044299394,0.2611111111111111,0.6227487348099798,0.19999999999999998,0.9100000000000001,0.5,0.0,1.0,1.0,0.48839893745472107,0.49807826694619145,1.0,0.0,"The apothecary carefully lifted the music box and music box cymbal into a small, intricately carved wooden chest adorned with a tiny image of a caterpillar, which the hunched figure gently took from the aisle as the apothecary opened their chest, revealing a collection of peculiar items including a vintage compass, a snuff box, and a folded sheet of paper bearing a cryptic message scrawled in faded ink. The apothecary's eyes locked onto the hunched figure's as they began to unbox a delicate glass jar filled with a swirling mixture of dust, starlight, and what appeared to be tiny, shimmering feathers."
baseline,The bus was ten minutes late,baseline_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/baseline_seed03_the_bus_was_ten_minutes_late.json,5,0.0,0.16494914204970096,0.38233970882101054,0.510125448028674,0.6372328480350176,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,0.5,0.46504900561423534,0.0,1.0,0.0,"As the hunched figure delicately poured the contents of the glass jar onto the dusty wooden floor, a small, gleaming key fell out and landed among the swirling mixture, where it quickly became entangled with a single, glinting silver thread that had been loosely draped over the back of the vinyl booth, where the rare species of bookworm was now quietly repairing the torn edge of the vintage theater program."
persistent,The bus was ten minutes late,persistent_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/persistent_seed03_the_bus_was_ten_minutes_late.json,1,0.6,0.08760328549848942,0.38891580687453686,0.25,0.6481930114575615,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,1.0,0.43373425297839585,0.32638888888888884,1.0,0.05667166510999823,"As the minutes ticked by on the wobbly, antique grandfather clock in the abandoned cinema, a faint hum began to vibrate through the dusty air, echoing the hum of a thousand other clocks, all, it seemed, secretly conspiring to synchronize their rhythmic chimes, as the bus, now 20 minutes late, emerged from the veil of fog, its tires screeching in protest, spewing forth a trail of forgotten minutes."
persistent,The bus was ten minutes late,persistent_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/persistent_seed03_the_bus_was_ten_minutes_late.json,2,0.6,0.0706063270579621,0.39693696324287187,0.21032863849765257,0.6615616054047865,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.3333333333333333,0.35093896713615014,0.0,1.0,0.01133495135186518,"The bus's wheels, now caked with a thin layer of frost, sent tiny, crystalline shards of ice into the air, where they landed with delicate, silvered beauty, their fragile, faceted forms glistening in the pale light that seeps through a broken film of cloud-covered skylight above, as a forgotten, velvet-covered music box, freed from the cinema's faded, red velvet curtains, begins to play a delicate, syncopated waltz, its melody eerily in tune with the hum, a symphony of forgotten time."
persistent,The bus was ten minutes late,persistent_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/persistent_seed03_the_bus_was_ten_minutes_late.json,3,0.6,0.0720141476699538,0.1469073688543872,0.5796296296296297,0.40807602459552006,0.19999999999999998,0.9100000000000001,0.0,0.4,1.0,1.0,0.2568732193732194,0.13636363636363638,1.0,0.13840486030741284,"As the music box's melancholy tune weaves in and out of the bus's ear-piercing wail, the frost on its wheels, now a shimmering, crystalline web, spreads its delicate, iced tendrils across the sidewalk, ensnaring the forgotten minutes, one by one, until they fo"
persistent,The bus was ten minutes late,persistent_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/persistent_seed03_the_bus_was_ten_minutes_late.json,4,0.6,0.10506911535589245,0.22259650022094565,0.5602564102564103,0.6183236117248491,0.19999999999999998,0.9100000000000001,0.0,0.4,0.5,0.5,0.24875576036866356,0.13636363636363638,1.0,0.240714084446086,"As the bus's tires, now a blur of rotating, rainbow-hued wheels, slide across the sidewalk, the frozen minutes, now a glittering, frozen lake of iridescent glass, begins to melt, releasing a faint, ethereal mist that rises, a diaphanous, gossamer veil, into th"
persistent,The bus was ten minutes late,persistent_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/persistent_seed03_the_bus_was_ten_minutes_late.json,5,0.6,0.19160923477529035,0.4050935196094933,0.55,0.6751558660158222,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.6666666666666666,0.35669752566907925,0.14285714285714285,1.0,0.015559513990426144,"As the mist, now a shimmering, diaphanous bridal veil, billows across the sidewalk, the forgotten minutes, now a kaleidoscope of resplendent, crystalline shards, melt away, their iridescent beauty transforming into a thousand, shimmering, iridescent wings that flutter, a soft, whispery fan dance, as the bus, now a blur of color and motion, hurtles forward, leaving behind a trail of discarded, miniature, music boxes, each one playing a delicate, syncopated waltz, their melodies intertwining, a symphony of forgotten, remembered time."
release,The bus was ten minutes late,release_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/release_seed03_the_bus_was_ten_minutes_late.json,1,0.6,0.08760328549848942,0.38891580687453686,0.25,0.6481930114575615,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,1.0,0.43373425297839585,0.32638888888888884,1.0,0.05667166510999823,"As the minutes ticked by on the wobbly, antique grandfather clock in the abandoned cinema, a faint hum began to vibrate through the dusty air, echoing the hum of a thousand other clocks, all, it seemed, secretly conspiring to synchronize their rhythmic chimes, as the bus, now 20 minutes late, emerged from the veil of fog, its tires screeching in protest, spewing forth a trail of forgotten minutes."
release,The bus was ten minutes late,release_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/release_seed03_the_bus_was_ten_minutes_late.json,2,0.6,0.0706063270579621,0.39693696324287187,0.21032863849765257,0.6615616054047865,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.3333333333333333,0.35093896713615014,0.0,1.0,0.01133495135186518,"The bus's wheels, now caked with a thin layer of frost, sent tiny, crystalline shards of ice into the air, where they landed with delicate, silvered beauty, their fragile, faceted forms glistening in the pale light that seeps through a broken film of cloud-covered skylight above, as a forgotten, velvet-covered music box, freed from the cinema's faded, red velvet curtains, begins to play a delicate, syncopated waltz, its melody eerily in tune with the hum, a symphony of forgotten time."
release,The bus was ten minutes late,release_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/release_seed03_the_bus_was_ten_minutes_late.json,3,0.6,0.0720141476699538,0.1469073688543872,0.5796296296296297,0.40807602459552006,0.19999999999999998,0.9100000000000001,0.0,0.4,1.0,1.0,0.2568732193732194,0.13636363636363638,1.0,0.13840486030741284,"As the music box's melancholy tune weaves in and out of the bus's ear-piercing wail, the frost on its wheels, now a shimmering, crystalline web, spreads its delicate, iced tendrils across the sidewalk, ensnaring the forgotten minutes, one by one, until they fo"
release,The bus was ten minutes late,release_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/release_seed03_the_bus_was_ten_minutes_late.json,4,0.0,0.06944748330412275,0.15398555056346505,0.55,0.4277376404540696,0.19999999999999998,0.9100000000000001,0.0,0.4,0.5,0.5,0.24254025044722713,0.13636363636363638,1.0,0.2767799966489598,"Like a latter-day Sisyphean, the bus was doomed to repeat its circular motion, its tires screeching in protest as the wheel spun once more, liberating a shard of ice from the sidewalk, where it would become one with the perpetually scattering shards that litte"
release,The bus was ten minutes late,release_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/release_seed03_the_bus_was_ten_minutes_late.json,5,0.0,0.035473600406038676,0.14875659827682386,0.2819715972342415,0.4132127729911774,0.19999999999999998,0.9100000000000001,0.0,0.4,0.25,0.0,0.2844211657265647,0.0,1.0,0.17043478516765453,"The music box's melancholy tune continued to entwine with the hum of the clocks, as if urging the forgotten minutes to abandon their futile attempt at synchronization, their collective chimes silencing like a mournful sigh, their broken timeframes swirling tog"
reverse,The bus was ten minutes late,reverse_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/reverse_seed03_the_bus_was_ten_minutes_late.json,1,0.6,0.08760328549848942,0.38891580687453686,0.25,0.6481930114575615,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,1.0,0.43373425297839585,0.32638888888888884,1.0,0.05667166510999823,"As the minutes ticked by on the wobbly, antique grandfather clock in the abandoned cinema, a faint hum began to vibrate through the dusty air, echoing the hum of a thousand other clocks, all, it seemed, secretly conspiring to synchronize their rhythmic chimes, as the bus, now 20 minutes late, emerged from the veil of fog, its tires screeching in protest, spewing forth a trail of forgotten minutes."
reverse,The bus was ten minutes late,reverse_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/reverse_seed03_the_bus_was_ten_minutes_late.json,2,0.6,0.0706063270579621,0.39693696324287187,0.21032863849765257,0.6615616054047865,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.3333333333333333,0.35093896713615014,0.0,1.0,0.01133495135186518,"The bus's wheels, now caked with a thin layer of frost, sent tiny, crystalline shards of ice into the air, where they landed with delicate, silvered beauty, their fragile, faceted forms glistening in the pale light that seeps through a broken film of cloud-covered skylight above, as a forgotten, velvet-covered music box, freed from the cinema's faded, red velvet curtains, begins to play a delicate, syncopated waltz, its melody eerily in tune with the hum, a symphony of forgotten time."
reverse,The bus was ten minutes late,reverse_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/reverse_seed03_the_bus_was_ten_minutes_late.json,3,0.6,0.0720141476699538,0.1469073688543872,0.5796296296296297,0.40807602459552006,0.19999999999999998,0.9100000000000001,0.0,0.4,1.0,1.0,0.2568732193732194,0.13636363636363638,1.0,0.13840486030741284,"As the music box's melancholy tune weaves in and out of the bus's ear-piercing wail, the frost on its wheels, now a shimmering, crystalline web, spreads its delicate, iced tendrils across the sidewalk, ensnaring the forgotten minutes, one by one, until they fo"
reverse,The bus was ten minutes late,reverse_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/reverse_seed03_the_bus_was_ten_minutes_late.json,4,-0.3,0.0817764370010413,0.3894116047668634,0.25,0.6490193412781057,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,0.0,0.38057965984033315,0.1153846153846154,1.0,0.10747634351584741,"The melody drifted away, carried by the dying hum, as a lone violinist, emerging from the mist-shrouded city, began to play a haunting, fragmented melody on a violin with a cracked, silvered finish, its notes tangling with the remnants of the waltz, like the delicate, frost-covered threads of a long-forgotten tapestry."
reverse,The bus was ten minutes late,reverse_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/reverse_seed03_the_bus_was_ten_minutes_late.json,5,-0.6,0.017594567162624402,0.38360248174326456,0.05333333333333334,0.6393374695721076,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.0,0.39054997992773977,0.0,1.0,0.09177934724648613,"The veil of fog had wrapped around the city's skyscrapers, casting long shadows that stretched across the sidewalk as the lone violinist's haunting melody continued to weft its way through the forgotten minutes, their delicate, frost-covered forms trapped in the crystalline web that had ensnared the bus's wheels."
cycle,The bus was ten minutes late,cycle_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/cycle_seed03_the_bus_was_ten_minutes_late.json,1,0.0,0.015875107754417004,0.4355974688711982,0.044444444444444446,0.7259957814519971,0.19999999999999998,0.9100000000000001,0.0,0.0,0.25,0.0,0.14794856093080225,0.0,1.0,0.0,"Its arrival time appeared on the dashboard of the back of a vinyl booth, where a rare species of bookworm perched, eating a ticket stub that read 'Extraordinary Conjuring'."
cycle,The bus was ten minutes late,cycle_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/cycle_seed03_the_bus_was_ten_minutes_late.json,2,0.3,0.07203067388907423,0.33659193406109456,0.25,0.6731838681221891,0.0,1.0,0.0,0.0,1.0,0.0,0.31387143181646104,0.0,1.0,0.04107622650791516,"The vinyl booth creaked, releasing a faint hum as the bookworm slid, its tiny mandibles still snapping with satisfaction, toward the dashboard, where it began to disassemble the fragile letters that read 'Arrival in 5'. A scratched-up pocket watch, long forgotten, dropped to the floor with a tiny clink, its gears whirring, then still."
cycle,The bus was ten minutes late,cycle_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/cycle_seed03_the_bus_was_ten_minutes_late.json,3,0.6,0.1657798668848168,0.4009994764397906,0.5041666666666668,0.6683324607329844,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.0,0.30476439790575904,0.0,1.0,0.008739019512672619,"As the bookworm's disassembly continued, tiny fragments of metal and plastic began to escape, some of which became lodged in the dashboard's air vents, where they ticked and whirred, harmonizing with the hum that had grown louder, filling the vinyl booth with a gentle, metallic music, while a tattered newspaper clipping, dated 'Yesterday', fluttered down, carrying a headline that read 'Mysterious Metamorphosis Spotted in Downtown Parking Garage'."
cycle,The bus was ten minutes late,cycle_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/cycle_seed03_the_bus_was_ten_minutes_late.json,4,0.3,0.19043547740464345,0.38049046434494194,0.55,0.6341507739082366,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,1.0,0.40613006396588486,0.0,1.0,0.16005818559742915,"The tattered newspaper clipping danced in the air vents, weaving a meandering path around a forgotten straw that had become tangled in the metalwork, as the bookworm continued its assault on the dashboard, dissolving the 'A' in 'Arrival' into a rivulet of transparent plastic that flowed, unremaining, across the floor."
cycle,The bus was ten minutes late,cycle_seed03_the_bus_was_ten_minutes_late.json,experiments/resilience_llama3p2_3b_pilot/runs/cycle_seed03_the_bus_was_ten_minutes_late.json,5,0.0,0.13892920686145832,0.40004377742756697,0.42351830371076177,0.666739629045945,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.0,0.3706301369863014,0.0,1.0,0.023222785065767925,"A fluorescent light overhead flickered to life, illuminating the vinyl booth as a retired highway crew mechanic, his face a map of leathery skin and scars, peered into the air vents with a hint of fascination, his eyes squinting as he cleared a small, silver harmonica from the tangled straw and dropped it into his pocket. The hum had grown to a low, thrumming rumble, echoing the contented crunching of the bookworm's mandibles as it reached for a faded, curved memento in the dashboard, now a mishmash of transparent film and lost Fasteners."
baseline,A blue mug near the sink,baseline_seed04_a_blue_mug_near_the_sink.json,experiments/resilience_llama3p2_3b_pilot/runs/baseline_seed04_a_blue_mug_near_the_sink.json,1,0.0,0.0,0.632374239062411,0.0,0.9746031746031746,0.2977060931899641,0.6929086948461255,0.0,0.0,0.5,0.0,0.0,0.0,0.6929086948461255,0.0,"Underneath the mug, a rusty key lies half-buried in a layer of old soap scum."
baseline,A blue mug near the sink,baseline_seed04_a_blue_mug_near_the_sink.json,experiments/resilience_llama3p2_3b_pilot/runs/baseline_seed04_a_blue_mug_near_the_sink.json,2,0.0,0.1928423975209334,0.4096057721345229,0.55,0.6826762868908716,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,0.5,0.280353466026081,0.26086956521739135,1.0,0.0,"The rusty key lies motionless as the scum, disturbed by a gentle rain, shifts slightly, allowing a small piece of paper that had been tucked beside the key to become visible, the paper itself now scum-covered and soft, its edges worn away, the remaining words 'yellow house' scratched on its surface."
baseline,A blue mug near the sink,baseline_seed04_a_blue_mug_near_the_sink.json,experiments/resilience_llama3p2_3b_pilot/runs/baseline_seed04_a_blue_mug_near_the_sink.json,3,0.0,0.08069996498054474,0.39365836575875485,0.25,0.6560972762645915,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,1.0,0.34,0.125,1.0,0.0,"The small piece of paper, now crumpled and smelling of decay, is washed away by the steady trickle of water from the faucet, as the rusted key slips further into the soap scum, surrounded now by the moist remnants of a half-remembered dream, the faded signature ""J.M."" on the paper's corner still discernible."
baseline,A blue mug near the sink,baseline_seed04_a_blue_mug_near_the_sink.json,experiments/resilience_llama3p2_3b_pilot/runs/baseline_seed04_a_blue_mug_near_the_sink.json,4,0.0,0.0814574605307045,0.38210322637004246,0.25,0.6368387106167375,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,0.5,0.36413429619707643,0.2796201814058957,1.0,0.0,"Near the base of a worn-out, grass-green door, once used to access a long-abandoned garden, a small, weathered wooden box bears the faint inscription 'Return the Key.' Tethered to a nearby rusty chain, the wooden box seems to be a magnet for stray objects, each item's allegiance to the chain as ephemeral as the items themselves; a torn leaf, a crumpled receipt, a minuscule, bronzy compass buried in the creases of a dog-eared novel; a blurred Polaroid photo with a family standing on a dusty beach and an outward-looking glance of hope."
baseline,A blue mug near the sink,baseline_seed04_a_blue_mug_near_the_sink.json,experiments/resilience_llama3p2_3b_pilot/runs/baseline_seed04_a_blue_mug_near_the_sink.json,5,0.0,0.14451685260938774,0.3776812692398769,0.4423611111111111,0.6294687820664615,0.19999999999999998,0.9100000000000001,0.0,0.0,0.5,0.3333333333333333,0.465040650406504,0.225,1.0,0.0,"The blurred Polaroid photo floats away from the chain, carried by a swirling eddy in the water, and becomes lodged in the narrow gap between two worn-out kitchen tiles, where it remains, shimmering softly as the soap scum continues to shift beneath it. On the wall adjacent to the chain, a peeling, handmade wallpaper seems to sag and ripple, with a stain resembling a faded map's key etched into the corner, next to a faded Polaroid image of the same beachside family, their faces blurred by rain."
persistent,A blue mug near the sink,persistent_seed04_a_blue_mug_near_the_sink.json,experiments/resilience_llama3p2_3b_pilot/runs/persistent_seed04_a_blue_mug_near_the_sink.json,1,0.6,0.1915062002994012,0.42462572128470333,0.55,0.7077095354745055,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,1.0,0.20893939393939387,0.30000000000000004,1.0,0.18291994646372664,"The blue mug, now a part of the sink's metal grille, serves as a makeshift bird feeder, attracting a flurry of birds that swoop and dive through the sink's faucet, as a small, shiny key clings to its side."
persistent,A blue mug near the sink,persistent_seed04_a_blue_mug_near_the_sink.json,experiments/resilience_llama3p2_3b_pilot/runs/persistent_seed04_a_blue_mug_near_the_sink.json,2,0.6,0.18705164472469782,0.4058399755363372,0.55,0.6763999592272287,0.19999999999999998,0.9100000000000001,0.0,0.0,1.0,1.0,0.3138470260310861,0.08823529411764708,1.0,0.0012552655327285668,"Birds continue to peck at the blue mug, which has become a small, iridescent pond, its curves reflecting the bright hues of a newly arrived parakeet, as the key, now a tiny, rusty ornament, hangs from a hook that has materialized from the faucet's knob. Water drips from the faucet's tiny mouth, creating a miniature, crystal-clear stream that meanders through a tangle of wooden spoons and a lone, metallic harmonica."
persistent,A blue mug near the sink,persistent_seed04_a_blue_mug_near_the_sink.json,experiments/resilience_llama3p2_3b_pilot/runs/persistent_seed04_a_blue_mug_near_the_sink.json,3,0.6,0.18185044532929182,0.40321606503168916,0.55,0.6720267750528153,0.19999999999999998,0.9100000000000001,0.0,0.0,0.75,0.2,0.3177694235588972,0.15000000000000002,1.0,0.06318589975764477,"A delicate, porcelain ballerina twirls atop the faucet's newly formed, Victorian-inspired porcelain handle, while a suited, top hat sits beside the harmonica, its brim slightly ajar, as the wooden spoons, now a small, symphony orchestra, play a lively, sugary melody, and the parakeet, now a tiny, resplendent jeweler, adds glittering, rubies and emeralds to a tiny, blooming garden that has grown out of the faucet's tiny, gemstone-encrusted mouth."
persistent,A blue mug near the sink,persistent_seed04_a_blue_mug_near_the_sink.json,experiments/resilience_llama3p2_3b_pilot/runs/persistent_seed04_a_blue_mug_near_the_sink.json,4,0.6,0.10463475501897204,0.23200610868951674,0.55,0.6444614130264354,0.19999999999999998,0.9100000000000001,0.0,0.4,0.25,0.0,0.1748251748251749,0.0,1.0,0.1415245404819396,"As the small, resplendent jeweler, now a miniature, precariously perched jewel box, dispenses glittering, rubies and emeralds to a tiny, gathering of ants and beetles, a delicate, silver train, adorned with tiny, mother-of-pearl buttons, unfolds from the fauce"
